ANONID,DEPT,HSGPA
112963,Psychology Department,3.7
112976,Psychology Department,4
113019,Psychology Department,3.9
113053,Psychology Department,3.9
113086,Psychology Department,0
113093,Psychology Department,3.8
113105,Psychology Department,3
113107,Psychology Department,2.8
113124,Psychology Department,3.9
113144,Psychology Department,3.8
113158,Psychology Department,3.3
113175,Psychology Department,4
113197,Psychology Department,4
113218,Psychology Department,NA
113221,Psychology Department,3.7
113228,Psychology Department,4
113237,Psychology Department,3.9
113243,Psychology Department,NA
113338,Psychology Department,3.6
113346,Psychology Department,3.7
113364,Psychology Department,3.7
113433,Psychology Department,3.1
113526,Psychology Department,0
113540,Psychology Department,3.5
113570,Psychology Department,2.8
113591,Psychology Department,3.9
113653,Psychology Department,3.6
113719,Psychology Department,0
113724,Psychology Department,3.8
113734,Psychology Department,3.7
113811,Psychology Department,3.5
113837,Psychology Department,3.5
113849,Psychology Department,3.9
113854,Psychology Department,3.7
113865,Psychology Department,3.9
113871,Psychology Department,3.2
113884,Psychology Department,3.7
113891,Psychology Department,3.8
113950,Psychology Department,3.8
113974,Psychology Department,3.9
113985,Psychology Department,4
113992,Psychology Department,3.6
114033,Psychology Department,NA
114066,Psychology Department,3.7
114068,Psychology Department,NA
114069,Psychology Department,3.6
114084,Psychology Department,NA
114093,Psychology Department,2.7
114098,Psychology Department,3.5
114110,Psychology Department,4
114145,Psychology Department,NA
114172,Psychology Department,3.7
114178,Psychology Department,3.5
114195,Psychology Department,4
114233,Psychology Department,4
114264,Psychology Department,3.6
114265,Psychology Department,3.4
" and Developmental Biology""",Psychology Department,3.8
114292,Psychology Department,3.7
114359,Psychology Department,3.9
114397,Psychology Department,0
114496,Psychology Department,3.9
114530,Psychology Department,3.5
" and the Arts""",Psychology Department,3.9
114560,Psychology Department,3.9
114613,Psychology Department,3.9
114658,Psychology Department,4
114719,Psychology Department,NA
114720,Psychology Department,3.6
114745,Psychology Department,0
114821,Psychology Department,4
114836,Psychology Department,4
114875,Psychology Department,0
114962,Psychology Department,3.9
114999,Psychology Department,3
115143,Psychology Department,3.8
115178,Psychology Department,3.8
115186,Psychology Department,4
115275,Psychology Department,3.9
115289,Psychology Department,3.5
115318,Psychology Department,NA
115330,Psychology Department,0
115351,Psychology Department,3.8
115413,Psychology Department,0
115440,Psychology Department,3.6
115498,Psychology Department,3.4
115522,Psychology Department,NA
115608,Psychology Department,3.8
115658,Psychology Department,3.7
115677,Psychology Department,NA
115695,Psychology Department,3.5
115704,Psychology Department,NA
115751,Psychology Department,NA
115924,Psychology Department,0
115940,Psychology Department,4
115942,Psychology Department,4
115949,Psychology Department,3.9
115977,Psychology Department,3.7
116015,Psychology Department,3.8
116018,Psychology Department,4
116079,Psychology Department,0
116083,Psychology Department,3.3
116086,Psychology Department,3.9
116088,Psychology Department,3.9
116110,Psychology Department,3.5
116140,Psychology Department,0
116153,Psychology Department,3.2
116210,Psychology Department,NA
116212,Psychology Department,3.9
116213,Psychology Department,3.7
116227,Psychology Department,3.6
116241,Psychology Department,3.9
116247,Psychology Department,3.6
116260,Psychology Department,0
116267,Psychology Department,3.6
116270,Psychology Department,3.8
116277,Psychology Department,4
116281,Psychology Department,3.9
116292,Psychology Department,0
116296,Psychology Department,3.3
116301,Psychology Department,3.1
116330,Psychology Department,3.8
116334,Psychology Department,3.7
116335,Psychology Department,3.9
116361,Psychology Department,0
116365,Psychology Department,3.9
116368,Psychology Department,3.9
116436,Psychology Department,3.5
116439,Psychology Department,4
116473,Psychology Department,3.9
116490,Psychology Department,3.9
116491,Psychology Department,4
116519,Psychology Department,3.4
116538,Psychology Department,4
116615,Psychology Department,3.7
116713,Psychology Department,3.9
116720,Psychology Department,3.9
116727,Psychology Department,0
116815,Psychology Department,3.8
116885,Psychology Department,4
116888,Psychology Department,4
116901,Psychology Department,4
116914,Psychology Department,3.9
116925,Psychology Department,4
116926,Psychology Department,3.4
116992,Psychology Department,0
116996,Psychology Department,3.6
117014,Psychology Department,NA
117057,Psychology Department,3.3
117089,Psychology Department,3.7
117123,Psychology Department,0
117143,Psychology Department,0
117146,Psychology Department,3.9
117190,Psychology Department,3.8
117199,Psychology Department,3.4
117233,Psychology Department,0
117234,Psychology Department,3.6
117239,Psychology Department,3.6
117270,Psychology Department,3.5
117273,Psychology Department,0
117286,Psychology Department,3.6
117303,Psychology Department,0
117321,Psychology Department,3.8
117328,Psychology Department,NA
117332,Psychology Department,0
117334,Psychology Department,NA
117381,Psychology Department,3.8
117415,Psychology Department,4
117426,Psychology Department,3.5
117436,Psychology Department,3.7
117454,Psychology Department,2.3
117458,Psychology Department,3.9
117469,Psychology Department,3.7
117496,Psychology Department,4
117568,Psychology Department,4
117606,Psychology Department,4
117708,Psychology Department,3.9
117759,Psychology Department,3.8
117778,Psychology Department,4
117790,Psychology Department,NA
117815,Psychology Department,3.9
117836,Psychology Department,3.8
117855,Psychology Department,0
117910,Psychology Department,0
117955,Psychology Department,0
117957,Psychology Department,3.7
117983,Psychology Department,0
118004,Psychology Department,3.9
118032,Psychology Department,NA
118135,Psychology Department,3.5
118142,Psychology Department,3.9
118161,Psychology Department,4
118245,Psychology Department,2.9
118299,Psychology Department,3.9
118316,Psychology Department,3.9
118325,Psychology Department,3.1
118364,Psychology Department,3.7
118385,Psychology Department,3.9
118404,Psychology Department,3.4
118437,Psychology Department,0
118446,Psychology Department,3.6
118467,Psychology Department,3.9
118471,Psychology Department,3.6
118482,Psychology Department,3.7
118487,Psychology Department,4
118488,Psychology Department,3.6
118566,Psychology Department,3.5
118591,Psychology Department,0
118612,Psychology Department,3.5
118622,Psychology Department,3.4
118635,Psychology Department,3.3
118646,Psychology Department,3.93
118659,Psychology Department,3.4
118673,Psychology Department,0
118678,Psychology Department,NA
118699,Psychology Department,4
118743,Psychology Department,3.9
118780,Psychology Department,4
118803,Psychology Department,NA
118821,Psychology Department,3.8
118852,Psychology Department,3.8
118875,Psychology Department,3.6
118878,Psychology Department,0
118883,Psychology Department,NA
118885,Psychology Department,3.7
118922,Psychology Department,0
118946,Psychology Department,3.8
118956,Psychology Department,3.8
118974,Psychology Department,3.7
118977,Psychology Department,0
118985,Psychology Department,3.8
118993,Psychology Department,NA
119022,Psychology Department,3
119026,Psychology Department,3.1
119055,Psychology Department,3.7
119119,Psychology Department,3.4
119122,Psychology Department,4
119132,Psychology Department,1.8
119152,Psychology Department,0
119189,Psychology Department,3.6
119221,Psychology Department,0
119225,Psychology Department,3
119231,Psychology Department,2.7
119247,Psychology Department,NA
119272,Psychology Department,4
119278,Psychology Department,3.8
119297,Psychology Department,3.8
119334,Psychology Department,0
119415,Psychology Department,4
119441,Psychology Department,3.6
119452,Psychology Department,4
119459,Psychology Department,0
119478,Psychology Department,3.9
119524,Psychology Department,3.9
119527,Psychology Department,3.8
119532,Psychology Department,4
119546,Psychology Department,NA
119550,Psychology Department,NA
119558,Psychology Department,0
119560,Psychology Department,4
119578,Psychology Department,4
119595,Psychology Department,3.9
119656,Psychology Department,3.5
119702,Psychology Department,3.9
119710,Psychology Department,3.9
119741,Psychology Department,0
119767,Psychology Department,3.3
119778,Psychology Department,3.9
119801,Psychology Department,0
119806,Psychology Department,3.3
NA,Psychology Department,3
119831,Psychology Department,4
119859,Psychology Department,3.5
119861,Psychology Department,3.6
119905,Psychology Department,3.3
119958,Psychology Department,3.9
119982,Psychology Department,0
120001,Psychology Department,0
120035,Psychology Department,0
120099,Psychology Department,0
120114,Psychology Department,NA
120120,Psychology Department,3.9
120149,Psychology Department,0
120206,Psychology Department,NA
120208,Psychology Department,3
120244,Psychology Department,3.9
120261,Psychology Department,3.5
120299,Psychology Department,3.8
120306,Psychology Department,3.7
120336,Psychology Department,3.99
120403,Psychology Department,3.8
120407,Psychology Department,3.8
120424,Psychology Department,4
120441,Psychology Department,0
120458,Psychology Department,3.8
120462,Psychology Department,3.4
120477,Psychology Department,4
120559,Psychology Department,3.9
120560,Psychology Department,3.6
120601,Psychology Department,NA
120615,Psychology Department,3.9
120627,Psychology Department,3.7
120686,Psychology Department,4
120692,Psychology Department,0
120700,Psychology Department,3.7
120711,Psychology Department,3.5
120715,Psychology Department,NA
120737,Psychology Department,0
120761,Psychology Department,0
120776,Psychology Department,3.5
120872,Psychology Department,3.9
120902,Psychology Department,0
120961,Psychology Department,2.9
120995,Psychology Department,3.4
121023,Psychology Department,4
121132,Psychology Department,0
121134,Psychology Department,3.6
121195,Psychology Department,3.9
121201,Psychology Department,3.6
121233,Psychology Department,3.9
121253,Psychology Department,3.7
121255,Psychology Department,3
121267,Psychology Department,3.6
121304,Psychology Department,0
121319,Psychology Department,3.9
121326,Psychology Department,NA
121380,Psychology Department,3.7
121398,Psychology Department,NA
121414,Psychology Department,3.3
121430,Psychology Department,0
121450,Psychology Department,0
NA,Psychology Department,3.73
121474,Psychology Department,3.9
121498,Psychology Department,4
121503,Psychology Department,3.9
121520,Psychology Department,4
121538,Psychology Department,3.7
121561,Psychology Department,0
121566,Psychology Department,3.84
121625,Psychology Department,0
121638,Psychology Department,3.7
121657,Psychology Department,3.8
121666,Psychology Department,3.2
121736,Psychology Department,NA
121738,Psychology Department,4
121778,Psychology Department,0
121814,Psychology Department,3.8
121825,Psychology Department,3.4
121867,Psychology Department,3.7
121933,Psychology Department,4
121950,Psychology Department,3.9
121981,Psychology Department,3.5
121983,Psychology Department,3.4
122004,Psychology Department,3.1
122013,Psychology Department,3.5
122072,Psychology Department,NA
122088,Psychology Department,2.9
122091,Psychology Department,NA
122093,Psychology Department,3.6
122107,Psychology Department,3.6
122110,Psychology Department,3.8
122192,Psychology Department,NA
122240,Psychology Department,3.9
122256,Psychology Department,3.8
122287,Psychology Department,3.3
122351,Psychology Department,3.4
122406,Psychology Department,3.9
122433,Psychology Department,3.8
122437,Psychology Department,3.7
122474,Psychology Department,0
122489,Psychology Department,3.8
122510,Psychology Department,0
122547,Psychology Department,4
122550,Psychology Department,3.5
122579,Psychology Department,3.6
122668,Psychology Department,3.43
122673,Psychology Department,3.7
122676,Psychology Department,0
122688,Psychology Department,0
122711,Psychology Department,4
122737,Psychology Department,3.9
122745,Psychology Department,NA
122767,Psychology Department,4
122814,Psychology Department,0
122880,Psychology Department,3.3
122882,Psychology Department,3.5
122887,Psychology Department,3.9
122900,Psychology Department,3.3
122906,Psychology Department,2.8
122930,Psychology Department,3.7
122938,Psychology Department,3.8
122981,Psychology Department,3.8
123007,Psychology Department,3.9
123058,Psychology Department,3.6
123060,Psychology Department,3.9
123061,Psychology Department,3.4
123083,Psychology Department,0
123091,Psychology Department,4
123093,Psychology Department,3.8
123102,Psychology Department,3.3
123116,Psychology Department,NA
123118,Psychology Department,2
123137,Psychology Department,3.8
123169,Psychology Department,3.8
123241,Psychology Department,3.6
123259,Psychology Department,0
123264,Psychology Department,3.8
123274,Psychology Department,0
123314,Psychology Department,3.9
123406,Psychology Department,3.8
123413,Psychology Department,0
123443,Psychology Department,0
123482,Psychology Department,0
123494,Psychology Department,3.7
123495,Psychology Department,3.7
123503,Psychology Department,NA
123519,Psychology Department,3.9
123537,Psychology Department,3.7
123539,Psychology Department,3.5
123541,Psychology Department,3.9
123545,Psychology Department,0
123592,Psychology Department,4
123653,Psychology Department,NA
123679,Psychology Department,3.5
123734,Psychology Department,3.1
123746,Psychology Department,3.9
123783,Psychology Department,0
123789,Psychology Department,4
123793,Psychology Department,2.7
123796,Psychology Department,3.2
123825,Psychology Department,3.4
123842,Psychology Department,3.9
123881,Psychology Department,3.7
123935,Psychology Department,3.6
124019,Psychology Department,3.9
124022,Psychology Department,3.6
124043,Psychology Department,0
124045,Psychology Department,3.9
124061,Psychology Department,3.6
124066,Psychology Department,NA
124127,Psychology Department,3.8
124160,Psychology Department,4
124168,Psychology Department,4
124249,Psychology Department,3.7
124294,Psychology Department,4
124323,Psychology Department,3.7
124332,Psychology Department,0
124333,Psychology Department,3.6
124343,Psychology Department,2.9
124354,Psychology Department,4
124385,Psychology Department,2.7
124415,Psychology Department,2.6
124526,Psychology Department,3.7
124540,Psychology Department,3.9
124564,Psychology Department,3.91
124578,Psychology Department,3.5
124596,Psychology Department,3.9
124681,Psychology Department,3.6
124700,Psychology Department,3.7
124707,Psychology Department,3.7
124764,Psychology Department,3.9
124773,Psychology Department,4
124796,Psychology Department,3.7
124831,Psychology Department,NA
124864,Psychology Department,3.3
124880,Psychology Department,3.6
124907,Psychology Department,3.1
124917,Psychology Department,3.7
125026,Psychology Department,3.9
125045,Psychology Department,3.6
125063,Psychology Department,NA
125087,Psychology Department,3.5
125101,Psychology Department,3.3
125102,Psychology Department,3.8
125257,Psychology Department,3.3
125300,Psychology Department,3.5
125303,Psychology Department,3.89
125335,Psychology Department,4
125358,Psychology Department,4
125375,Psychology Department,3.9
125387,Psychology Department,4
125398,Psychology Department,3.4
125420,Psychology Department,0
125421,Psychology Department,4
125452,Psychology Department,0
125455,Psychology Department,4
125464,Psychology Department,3.6
125474,Psychology Department,3.5
125494,Psychology Department,3.9
NA,Psychology Department,3.9
125544,Psychology Department,4
125576,Psychology Department,0
125618,Psychology Department,3.7
125694,Psychology Department,2.5
125734,Psychology Department,3.8
125742,Psychology Department,3.9
125774,Psychology Department,4
125797,Psychology Department,3.4
125814,Psychology Department,3.9
125820,Psychology Department,3.3
125831,Psychology Department,0
125843,Psychology Department,2.7
125847,Psychology Department,3.9
125860,Psychology Department,3.7
125891,Psychology Department,3.7
125899,Psychology Department,3.7
126029,Psychology Department,NA
126030,Psychology Department,3.7
126031,Psychology Department,NA
126089,Psychology Department,NA
126095,Psychology Department,3.8
126109,Psychology Department,3.1
126144,Psychology Department,3.5
126237,Psychology Department,4
126248,Psychology Department,3.8
126262,Psychology Department,NA
" and the Arts""",Psychology Department,3.2
126341,Psychology Department,3.8
126355,Psychology Department,3.7
126358,Psychology Department,2.3
126389,Psychology Department,3.7
126434,Psychology Department,3.9
126465,Psychology Department,3.3
126471,Psychology Department,3.8
126472,Psychology Department,2.8
126474,Psychology Department,4
126475,Psychology Department,4
126513,Psychology Department,3.6
126533,Psychology Department,3.4
126539,Psychology Department,3.5
126562,Psychology Department,3.7
126570,Psychology Department,4
126637,Psychology Department,3.9
126673,Psychology Department,0
126686,Psychology Department,3.5
126703,Psychology Department,3.7
126723,Psychology Department,0
126729,Psychology Department,0
126774,Psychology Department,NA
126776,Psychology Department,3.9
126835,Psychology Department,4
126876,Psychology Department,3.8
126909,Psychology Department,3.9
126918,Psychology Department,3.6
126932,Psychology Department,3.8
126950,Psychology Department,3.5
126972,Psychology Department,3.8
126996,Psychology Department,3.4
127049,Psychology Department,4
127080,Psychology Department,3.9
127119,Psychology Department,3.8
127148,Psychology Department,3.4
127166,Psychology Department,3.2
127175,Psychology Department,3.2
127231,Psychology Department,3.7
127302,Psychology Department,3.7
127336,Psychology Department,3.4
127421,Psychology Department,4
127432,Psychology Department,3.9
127441,Psychology Department,3.8
127459,Psychology Department,4
127597,Psychology Department,3.8
127602,Psychology Department,3.4
127610,Psychology Department,3.8
127633,Psychology Department,3.6
127664,Psychology Department,3.2
127735,Psychology Department,0
127746,Psychology Department,3.8
127757,Psychology Department,3.9
127775,Psychology Department,3.2
127791,Psychology Department,3.9
127803,Psychology Department,3.7
127868,Psychology Department,3.2
127893,Psychology Department,3.6
127912,Psychology Department,3.8
127918,Psychology Department,3.3
127921,Psychology Department,3.9
127937,Psychology Department,0
128024,Psychology Department,3.7
128031,Psychology Department,3.9
128051,Psychology Department,3.9
128094,Psychology Department,4
128100,Psychology Department,4
128144,Psychology Department,3.4
128164,Psychology Department,3.9
128183,Psychology Department,3.9
128223,Psychology Department,3.6
128296,Psychology Department,3.8
128331,Psychology Department,3.8
128365,Psychology Department,4
128381,Psychology Department,4
128391,Psychology Department,3.8
128393,Psychology Department,NA
128399,Psychology Department,3.83
128444,Psychology Department,NA
128515,Psychology Department,3.8
128531,Psychology Department,3.8
128562,Psychology Department,3.6
128563,Psychology Department,2.7
128586,Psychology Department,3.8
128631,Psychology Department,3.9
128685,Psychology Department,3
128688,Psychology Department,3.8
128723,Psychology Department,3.3
128730,Psychology Department,0
128735,Psychology Department,3.7
128757,Psychology Department,3.6
128814,Psychology Department,3.8
128847,Psychology Department,3.9
128848,Psychology Department,0
128879,Psychology Department,3.7
128938,Psychology Department,3.9
128944,Psychology Department,3.9
128960,Psychology Department,0
128997,Psychology Department,3.68
129029,Psychology Department,3.1
129033,Psychology Department,3.9
129035,Psychology Department,3.8
129058,Psychology Department,3.9
129083,Psychology Department,3.1
129117,Psychology Department,3.9
129123,Psychology Department,3.7
129158,Psychology Department,3.5
129167,Psychology Department,3.4
129168,Psychology Department,2.6
129209,Psychology Department,4
129227,Psychology Department,3.4
129267,Psychology Department,3.3
129278,Psychology Department,3.7
129331,Psychology Department,NA
129357,Psychology Department,0
129445,Psychology Department,3.3
129460,Psychology Department,0
129479,Psychology Department,NA
129483,Psychology Department,0
129493,Psychology Department,3.5
129508,Psychology Department,0
129532,Psychology Department,3.9
129559,Psychology Department,NA
129605,Psychology Department,0
129632,Psychology Department,3.9
129707,Psychology Department,0
129714,Psychology Department,3.6
129719,Psychology Department,4
129728,Psychology Department,0
129818,Psychology Department,NA
129876,Psychology Department,0
129894,Psychology Department,NA
129949,Psychology Department,0
129950,Psychology Department,3.3
129970,Psychology Department,3.9
129984,Psychology Department,3.9
130017,Psychology Department,NA
130020,Psychology Department,3.9
130069,Psychology Department,3.9
130144,Psychology Department,0
130167,Psychology Department,3.9
130188,Psychology Department,NA
130200,Psychology Department,3.9
130244,Psychology Department,3.9
130276,Psychology Department,1.4
130298,Psychology Department,4
130343,Psychology Department,0
NA,Psychology Department,0
130366,Psychology Department,3.9
130411,Psychology Department,3.9
130434,Psychology Department,3.6
130475,Psychology Department,3.6
130484,Psychology Department,NA
130521,Psychology Department,3.3
130589,Psychology Department,3.8
130590,Psychology Department,3.6
130596,Psychology Department,3.7
130693,Psychology Department,4
130705,Psychology Department,3.5
130745,Psychology Department,NA
130758,Psychology Department,3.4
130763,Psychology Department,3.64
130787,Psychology Department,3.7
130805,Psychology Department,0
130810,Psychology Department,3.9
130812,Psychology Department,NA
130828,Psychology Department,3.7
130862,Psychology Department,0
130885,Psychology Department,0
130893,Psychology Department,4
130935,Psychology Department,0
130944,Psychology Department,0
130953,Psychology Department,3.8
131017,Psychology Department,3.4
131026,Psychology Department,3.3
131068,Psychology Department,3.8
131078,Psychology Department,3.7
131079,Psychology Department,3.9
131099,Psychology Department,NA
131109,Psychology Department,2.9
131115,Psychology Department,3.7
131126,Psychology Department,NA
131158,Psychology Department,3.7
131184,Psychology Department,0
131211,Psychology Department,3.7
131221,Psychology Department,NA
131228,Psychology Department,4
131253,Psychology Department,3.9
131264,Psychology Department,4
131325,Psychology Department,0
131379,Psychology Department,3.4
131385,Psychology Department,0
131394,Psychology Department,3.1
131423,Psychology Department,3.7
131446,Psychology Department,3.9
131475,Psychology Department,4
131516,Psychology Department,3.9
131542,Psychology Department,0
131593,Psychology Department,3.8
131608,Psychology Department,4
131630,Psychology Department,4
131648,Psychology Department,3.6
131703,Psychology Department,3.5
131736,Psychology Department,3.4
131823,Psychology Department,3.7
131836,Psychology Department,3.9
131857,Psychology Department,3.3
131871,Psychology Department,3.8
131872,Psychology Department,NA
131906,Psychology Department,3.6
131958,Psychology Department,3.8
131961,Psychology Department,0
131988,Psychology Department,NA
131995,Psychology Department,3.3
132007,Psychology Department,3.5
132019,Psychology Department,3.7
132055,Psychology Department,3.8
132107,Psychology Department,3.8
132180,Psychology Department,3.1
132215,Psychology Department,4
132222,Psychology Department,3.9
132244,Psychology Department,4
132259,Psychology Department,3.8
132274,Psychology Department,3.5
132278,Psychology Department,2.2
132292,Psychology Department,3.9
132332,Psychology Department,3.8
132348,Psychology Department,4
132381,Psychology Department,NA
132382,Psychology Department,3.7
132395,Psychology Department,3.8
132400,Psychology Department,3.7
132468,Psychology Department,3.9
132476,Psychology Department,0
132495,Psychology Department,3.9
132550,Psychology Department,0
132575,Psychology Department,0
132593,Psychology Department,3.7
132632,Psychology Department,0
132636,Psychology Department,3.5
132680,Psychology Department,3.8
132743,Psychology Department,4
132761,Psychology Department,3.9
132779,Psychology Department,3.9
132783,Psychology Department,3.8
132838,Psychology Department,4
132873,Psychology Department,3.8
132906,Psychology Department,3.8
132916,Psychology Department,3.9
132939,Psychology Department,4
132959,Psychology Department,3.2
132979,Psychology Department,3.5
132992,Psychology Department,3
133020,Psychology Department,4
133028,Psychology Department,3.6
133046,Psychology Department,4
133052,Psychology Department,0
133059,Psychology Department,3.6
133099,Psychology Department,3
133149,Psychology Department,3.6
133161,Psychology Department,0
133162,Psychology Department,2.7
133200,Psychology Department,2.8
133266,Psychology Department,3.8
133268,Psychology Department,3.6
133270,Psychology Department,NA
133271,Psychology Department,3.8
133293,Psychology Department,3.5
133299,Psychology Department,NA
133330,Psychology Department,4
133361,Psychology Department,NA
133390,Psychology Department,3.6
133392,Psychology Department,3.6
133394,Psychology Department,NA
133414,Psychology Department,0
133421,Psychology Department,3.6
133466,Psychology Department,0
133481,Psychology Department,4
133529,Psychology Department,3.7
133559,Psychology Department,NA
133576,Psychology Department,3.7
133605,Psychology Department,0
133616,Psychology Department,3.8
133625,Psychology Department,1.9
133655,Psychology Department,3.8
133665,Psychology Department,3.6
133688,Psychology Department,0
133695,Psychology Department,3.7
133714,Psychology Department,3.7
133720,Psychology Department,3.8
133751,Psychology Department,4
133792,Psychology Department,NA
133798,Psychology Department,3.5
133814,Psychology Department,3.5
133835,Psychology Department,3.7
133936,Psychology Department,3.9
133969,Psychology Department,3.73
134002,Psychology Department,0
134023,Psychology Department,0
134068,Psychology Department,3.9
134098,Psychology Department,0
134187,Psychology Department,3.9
134188,Psychology Department,3.9
134192,Psychology Department,3.3
134199,Psychology Department,4
134203,Psychology Department,NA
134229,Psychology Department,2.6
NA,Psychology Department,3.1
134276,Psychology Department,3.3
134305,Psychology Department,3.2
134316,Psychology Department,4
134320,Psychology Department,3.97
134342,Psychology Department,NA
134349,Psychology Department,3.9
134398,Psychology Department,3.3
134459,Psychology Department,3.6
134485,Psychology Department,0
134514,Psychology Department,0
134520,Psychology Department,4
134528,Psychology Department,4
134553,Psychology Department,3.7
134583,Psychology Department,0
134585,Psychology Department,3.4
134637,Psychology Department,4
134647,Psychology Department,4
134650,Psychology Department,0
134675,Psychology Department,3.9
134708,Psychology Department,2.5
134777,Psychology Department,0
134782,Psychology Department,3.9
134866,Psychology Department,3.7
134928,Psychology Department,4
134946,Psychology Department,0
134947,Psychology Department,3.9
134949,Psychology Department,3.8
135065,Psychology Department,3.9
135072,Psychology Department,3.3
135095,Psychology Department,3.7
135144,Psychology Department,3.5
135205,Psychology Department,3.8
135212,Psychology Department,NA
135228,Psychology Department,3.9
135237,Psychology Department,0
135241,Psychology Department,NA
135247,Psychology Department,3.5
135309,Psychology Department,0
135315,Psychology Department,0
135334,Psychology Department,3.7
135345,Psychology Department,3.9
135376,Psychology Department,NA
135402,Psychology Department,3.5
135413,Psychology Department,3.8
135428,Psychology Department,3.8
135465,Psychology Department,3.4
135492,Psychology Department,3.9
135557,Psychology Department,3.6
135603,Psychology Department,0
135614,Psychology Department,3.6
135649,Psychology Department,0
135703,Psychology Department,NA
135705,Psychology Department,3.7
135727,Psychology Department,3.8
135750,Psychology Department,3.4
135774,Psychology Department,3.7
135791,Psychology Department,3.89
135815,Psychology Department,3.7
135892,Psychology Department,3.9
135895,Psychology Department,3.6
135923,Psychology Department,0
135951,Psychology Department,3.9
135956,Psychology Department,0
135996,Psychology Department,NA
136009,Psychology Department,4
136064,Psychology Department,0
136092,Psychology Department,2.9
136100,Psychology Department,3.7
136131,Psychology Department,4
136136,Psychology Department,3.9
136138,Psychology Department,0
136140,Psychology Department,0
136215,Psychology Department,3.4
136218,Psychology Department,4
136288,Psychology Department,3.9
136295,Psychology Department,0
136407,Psychology Department,3.8
136425,Psychology Department,4
136456,Psychology Department,NA
136473,Psychology Department,3.4
136487,Psychology Department,NA
136492,Psychology Department,4
136503,Psychology Department,3.9
136525,Psychology Department,NA
136546,Psychology Department,3.5
136559,Psychology Department,2.9
136578,Psychology Department,3.9
136585,Psychology Department,3.6
136589,Psychology Department,0
136593,Psychology Department,3.9
136612,Psychology Department,3.3
136615,Psychology Department,3.2
136622,Psychology Department,3.2
136642,Psychology Department,0
136651,Psychology Department,3.4
136689,Psychology Department,4
136711,Psychology Department,3.9
136726,Psychology Department,0
136771,Psychology Department,3
136778,Psychology Department,0
136791,Psychology Department,3.42
136811,Psychology Department,3.5
136899,Psychology Department,3.5
136915,Psychology Department,3.1
136986,Psychology Department,3.8
136990,Psychology Department,4
137021,Psychology Department,3.8
137131,Psychology Department,2.9
137178,Psychology Department,0
137252,Psychology Department,NA
137277,Psychology Department,NA
137306,Psychology Department,3.9
137326,Psychology Department,NA
137345,Psychology Department,3.9
137399,Psychology Department,3.9
137465,Psychology Department,0
137556,Psychology Department,3.2
137621,Psychology Department,3.83
137641,Psychology Department,NA
137677,Psychology Department,2.9
137745,Psychology Department,4
137753,Psychology Department,3.4
137776,Psychology Department,3.6
137786,Psychology Department,0
137799,Psychology Department,NA
137806,Psychology Department,0
137820,Psychology Department,3.9
137828,Psychology Department,3.8
137837,Psychology Department,3.9
137947,Psychology Department,3.2
138004,Psychology Department,NA
138054,Psychology Department,3.3
138055,Psychology Department,3.6
138084,Psychology Department,3.7
138112,Psychology Department,3.8
138123,Psychology Department,0
138127,Psychology Department,NA
138156,Psychology Department,NA
138167,Psychology Department,3.2
138187,Psychology Department,0
138259,Psychology Department,4
138265,Psychology Department,3.4
138282,Psychology Department,0
138338,Psychology Department,NA
138340,Psychology Department,3.9
138438,Psychology Department,0
138468,Psychology Department,3.6
138548,Psychology Department,3.6
138612,Psychology Department,3.5
138615,Psychology Department,3.3
138628,Psychology Department,3.9
138639,Psychology Department,3.7
138690,Psychology Department,3.9
138699,Psychology Department,3.6
138727,Psychology Department,4
138732,Psychology Department,3.2
138780,Psychology Department,3.8
138784,Psychology Department,3.9
138796,Psychology Department,4
138805,Psychology Department,3.8
138813,Psychology Department,3.8
138823,Psychology Department,3.7
138845,Psychology Department,NA
138870,Psychology Department,0
138874,Psychology Department,3.6
138925,Psychology Department,3.3
138933,Psychology Department,3.8
138937,Psychology Department,3.5
139010,Psychology Department,4
139031,Psychology Department,4
139067,Psychology Department,3.9
139083,Psychology Department,3.7
139105,Psychology Department,3.6
139127,Psychology Department,3.5
139172,Psychology Department,3.5
139200,Psychology Department,3.9
139201,Psychology Department,NA
139210,Psychology Department,3.7
139214,Psychology Department,3.8
139245,Psychology Department,3.9
139248,Psychology Department,4
139272,Psychology Department,4
139279,Psychology Department,3.4
139287,Psychology Department,3.9
139322,Psychology Department,NA
139323,Psychology Department,3.2
139337,Psychology Department,3.7
139341,Psychology Department,4
139390,Psychology Department,3.3
139511,Psychology Department,3.9
139556,Psychology Department,0
139567,Psychology Department,4
139610,Psychology Department,4
139615,Psychology Department,4
139656,Psychology Department,3.3
139665,Psychology Department,3.5
139677,Psychology Department,0
139683,Psychology Department,0
139688,Psychology Department,3.8
139713,Psychology Department,3.6
139792,Psychology Department,3.9
139813,Psychology Department,3.6
139837,Psychology Department,3.5
139871,Psychology Department,0
139881,Psychology Department,3.6
139939,Psychology Department,3.8
139969,Psychology Department,3.7
140041,Psychology Department,3.9
140093,Psychology Department,0
140108,Psychology Department,2.2
140109,Psychology Department,3.1
140188,Psychology Department,3.4
140206,Psychology Department,3.9
140207,Psychology Department,3.7
140261,Psychology Department,4
140265,Psychology Department,0
140285,Psychology Department,3.8
140304,Psychology Department,NA
140314,Psychology Department,3.6
140319,Psychology Department,0
140336,Psychology Department,NA
140358,Psychology Department,3.5
